,resale_price
387,605000.0
388,298000.0
389,255000.0
390,560000.0
391,383000.0
392,760000.0
393,405000.0
394,440000.0
395,383000.0
396,390000.0
397,366000.0
398,480000.0
399,460000.0
400,311000.0
401,440000.0
402,450000.0
403,317000.0
404,750000.0
405,700000.0
406,520000.0
407,428000.0
408,275000.0
409,468000.0
410,220000.0
411,395000.0
412,320000.0
413,181000.0
414,350000.0
415,410000.0
416,360000.0
417,385000.0
418,518000.0
419,718000.0
420,428000.0
421,350000.0
422,430000.0
423,418500.0
424,468000.0
425,390000.0
426,405888.0
427,535000.0
428,613000.0
429,608000.0
430,639000.0
431,365000.0
432,310000.0
433,608000.0
434,428000.0
435,411000.0
436,240000.0
437,515000.0
438,525000.0
439,410000.0
440,336600.0
441,543000.0
442,338000.0
443,479888.0
444,420000.0
445,360000.0
446,222000.0
447,258000.0
448,423000.0
449,480000.0
450,370000.0
451,480000.0
452,350000.0
453,328000.0
454,340088.0
455,700000.0
456,580000.0
457,448000.0
458,320000.0
459,388000.0
460,285000.0
461,485000.0
462,485000.0
463,545000.0
464,532000.0
465,478000.0
466,370000.0
467,308000.0
468,742800.0
469,538000.0
470,428000.0
471,668000.0
472,260000.0
473,620000.0
474,325000.0
475,268000.0
476,345000.0
477,350000.0
478,425000.0
479,531000.0
480,435000.0
481,320000.0
482,520000.0
483,280000.0
484,408000.0
485,317000.0
486,352000.0
487,310000.0
488,350000.0
489,505000.0
490,250000.0
491,305000.0
492,399000.0
493,725000.0
494,280000.0
495,421000.0
496,335000.0
497,625000.0
498,435000.0
499,365000.0
500,725000.0
501,330000.0
502,520000.0
503,630000.0
504,393000.0
505,725000.0
506,360000.0
507,840000.0
508,445000.0
509,335000.0
510,550000.0
511,535000.0
512,300000.0
513,460000.0
514,395000.0
515,453000.0
516,500000.0
517,265000.0
518,413000.0
519,397000.0
520,415000.0
521,563000.0
522,511000.0
523,320000.0
524,491000.0
525,395000.0
526,480000.0
527,760000.0
528,390000.0
529,312500.0
530,450000.0
531,333888.0
532,410000.0
533,387888.0
534,426888.0
535,860000.0
536,665000.0
537,523000.0
538,280000.0
539,371000.0
540,285000.0
541,458000.0
542,498000.0
543,528000.0
544,235000.0
545,510000.0
546,750000.0
547,375000.0
548,280000.0
549,775000.0
550,328000.0
551,407000.0
552,705000.0
553,490000.0
554,380000.0
555,339888.0
556,300000.0
557,280000.0
558,556000.0
559,474000.0
560,220000.0
561,320000.0
562,302888.0
563,395000.0
564,615000.0
565,311500.0
566,305000.0
567,295000.0
568,590000.0
569,440000.0
570,350000.0
571,475000.0
572,225000.0
573,400000.0
574,545000.0
575,311000.0
576,420000.0
577,325000.0
578,463000.0
579,441888.0
580,445000.0
581,270000.0
582,502000.0
583,568000.0
584,710000.0
585,333000.0
586,375000.0
587,405000.0
588,350000.0
589,463000.0
590,318000.0
591,228000.0
592,415000.0
593,390000.0
594,380000.0
595,313000.0
596,492000.0
597,350000.0
598,330000.0
599,604000.0
600,750000.0
601,420000.0
602,400000.0
603,458000.0
604,605000.0
605,355000.0
606,650000.0
607,350000.0
608,305000.0
609,460000.0
610,318000.0
611,312000.0
612,525000.0
613,430000.0
614,492000.0
615,354000.0
616,473000.0
617,320000.0
618,355000.0
619,395000.0
620,539000.0
621,912888.0
622,750000.0
623,533000.0
624,445000.0
625,305000.0
626,455000.0
627,265000.0
628,400000.0
629,328000.0
630,452888.0
631,845000.0
632,338888.0
633,490000.0
634,500000.0
635,710000.0
636,358000.0
637,800000.0
638,375000.0
639,310000.0
640,710000.0
641,430000.0
642,505000.0
643,455000.0
644,430000.0
645,390000.0
646,555000.0
647,340000.0
648,425000.0
649,570000.0
650,260000.0
651,335000.0
652,440000.0
653,550000.0
654,408000.0
655,278000.0
656,565000.0
657,406800.0
658,463000.0
659,430000.0
660,290000.0
661,500000.0
662,523000.0
663,570000.0
664,452500.0
665,313000.0
666,622000.0
667,430000.0
668,415000.0
669,367000.0
670,297000.0
671,446000.0
672,398000.0
673,368000.0
674,330000.0
675,471888.0
676,494000.0
677,286500.0
678,500000.0
679,400000.0
680,635000.0
681,332000.0
682,340000.0
683,405000.0
684,460000.0
685,435000.0
686,405000.0
687,286000.0
688,410000.0
689,618000.0
690,268000.0
691,598000.0
692,328000.0
693,460000.0
694,270000.0
695,510000.0
696,368000.0
697,335000.0
698,475000.0
699,590000.0
700,607000.0
701,410000.0
702,420000.0
703,315000.0
704,528000.0
705,310000.0
706,415888.0
707,265000.0
708,308000.0
709,440000.0
710,860000.0
711,453000.0
712,250000.0
713,366000.0
714,693000.0
715,623000.0
716,445000.0
717,290000.0
718,475000.0
719,460000.0
720,470000.0
721,340000.0
722,305000.0
723,940888.0
724,455000.0
725,692000.0
726,370000.0
727,450000.0
728,585000.0
729,389000.0
730,288000.0
731,440000.0
732,803888.0
733,490000.0
734,410000.0
735,331000.0
736,440000.0
737,377000.0
738,360000.0
739,608000.0
740,348000.0
741,735000.0
742,590000.0
743,450000.0
744,400000.0
745,890000.0
746,685000.0
747,295000.0
748,730000.0
749,293000.0
750,360000.0
751,388888.0
752,785000.0
753,728888.0
754,573000.0
755,454000.0
756,465000.0
757,440000.0
758,510000.0
759,630000.0
760,388000.0
761,320000.0
762,340000.0
763,608000.0
764,375000.0
765,285000.0
766,638000.0
767,420000.0
768,383888.0
769,340000.0
770,660000.0
771,510000.0
772,462500.0
773,398000.0
774,488888.0
775,585000.0
776,420000.0
777,538000.0
778,700000.0
779,520000.0
780,400000.0
781,305000.0
782,545000.0
783,860000.0
784,550000.0
785,427000.0
786,460000.0
787,416000.0
788,470000.0
789,508500.0
790,405000.0
791,332888.0
792,435000.0
793,408000.0
794,300000.0
795,466000.0
796,290000.0
797,450000.0
798,410000.0
799,380000.0
800,580000.0
801,305000.0
802,420000.0
803,400000.0
804,306000.0
805,405000.0
806,420000.0
807,325000.0
808,282000.0
809,545000.0
810,355000.0
811,545000.0
812,625000.0
813,415000.0
814,590000.0
815,380000.0
816,388000.0
817,312000.0
818,370000.0
819,220000.0
820,340000.0
821,453000.0
822,488000.0
823,210000.0
824,350000.0
825,428000.0
826,555000.0
827,900000.0
828,470000.0
829,352000.0
830,308000.0
831,480000.0
832,410000.0
833,268888.0
834,278000.0
835,580000.0
836,510000.0
837,350000.0
838,390000.0
839,470000.0
840,390000.0
841,588000.0
842,490000.0
843,333000.0
844,412000.0
845,466000.0
846,452000.0
847,394000.0
848,258000.0
849,393000.0
850,368000.0
851,786000.0
852,450888.0
853,345000.0
854,650000.0
855,307000.0
856,300000.0
857,275000.0
858,410000.0
859,411000.0
860,375000.0
861,275000.0
862,520000.0
863,380000.0
864,353000.0
865,828000.0
866,381000.0
867,447000.0
868,420000.0
869,410000.0
870,350000.0
871,468888.0
872,590000.0
873,350000.0
874,728000.0
875,638888.0
876,365000.0
877,500000.0
878,480000.0
879,340000.0
880,438000.0
881,198000.0
882,400000.0
883,415000.0
884,690000.0
885,380000.0
886,345000.0
887,308000.0
888,658000.0
889,350000.0
890,365000.0
891,325000.0
892,668000.0
893,410000.0
894,368000.0
895,460000.0
896,412888.0
897,745000.0
898,360000.0
899,265000.0
900,365000.0
901,440888.0
902,313000.0
903,460000.0
904,510000.0
905,480000.0
906,405000.0
907,280000.0
908,616000.0
909,397000.0
910,680000.0
911,695000.0
912,308000.0
913,430000.0
914,360000.0
915,315000.0
916,298000.0
917,402500.0
918,350000.0
919,379500.0
920,540000.0
921,215000.0
922,700000.0
923,500000.0
924,420000.0
925,425000.0
926,490000.0
927,550000.0
928,635000.0
929,425000.0
930,225000.0
931,324000.0
932,500000.0
933,325000.0
934,275000.0
935,565000.0
936,400000.0
937,595000.0
938,563000.0
939,240000.0
940,355000.0
941,357000.0
942,491888.0
943,230000.0
944,453000.0
945,415000.0
946,510000.0
947,395000.0
948,420000.0
949,415000.0
950,385000.0
951,265000.0
952,473000.0
953,765000.0
954,315000.0
955,318000.0
956,531800.0
957,428000.0
958,478000.0
959,320000.0
960,626888.0
961,370000.0
962,390000.0
963,375000.0
964,350000.0
965,535000.0
966,535000.0
967,400000.0
968,515000.0
969,450000.0
970,550000.0
971,313000.0
972,325000.0
973,535000.0
974,300000.0
975,515000.0
976,556000.0
977,412000.0
978,658000.0
979,658000.0
980,640000.0
981,531000.0
982,510000.0
983,442800.0
984,420000.0
985,330000.0
986,618000.0
987,608888.0
988,440000.0
989,278000.0
990,495000.0
991,235000.0
992,350000.0
993,513000.0
994,468800.0
995,440000.0
996,450000.0
997,348000.0
998,615000.0
999,350000.0
1000,440000.0
1001,640000.0
1002,465000.0
1003,393000.0
1004,570000.0
1005,490000.0
1006,445000.0
1007,375000.0
1008,582888.0
1009,343000.0
1010,305000.0
1011,550000.0
1012,446000.0
1013,320000.0
1014,543000.0
1015,340000.0
1016,1030000.0
1017,365888.0
1018,438888.0
1019,403000.0
1020,440000.0
1021,486888.0
1022,350000.0
1023,850000.0
1024,385000.0
1025,320000.0
1026,270000.0
1027,388000.0
1028,535000.0
1029,507000.0
1030,510000.0
1031,580000.0
1032,539000.0
1033,410000.0
1034,360000.0
1035,447500.0
1036,360000.0
1037,458000.0
1038,337000.0
1039,620000.0
1040,407000.0
1041,415000.0
1042,395000.0
1043,628000.0
1044,375000.0
1045,523000.0
1046,255000.0
1047,200000.0
1048,250000.0
1049,445000.0
1050,291000.0
1051,252000.0
1052,560000.0
1053,280000.0
1054,205000.0
1055,305000.0
1056,340000.0
1057,450000.0
1058,470000.0
1059,245000.0
1060,385000.0
1061,414000.0
1062,369000.0
1063,490000.0
1064,425000.0
1065,430000.0
1066,323000.0
1067,540000.0
1068,435000.0
1069,415000.0
1070,578000.0
1071,600000.0
1072,343000.0
1073,475000.0
1074,275000.0
1075,378000.0
1076,510000.0
1077,441000.0
1078,355000.0
1079,445000.0
1080,536000.0
1081,331000.0
1082,345000.0
1083,395000.0
1084,643000.0
1085,330000.0
1086,470000.0
1087,425000.0
1088,455000.0
1089,555000.0
1090,655000.0
1091,520000.0
1092,365000.0
1093,528000.0
1094,445000.0
1095,457000.0
1096,384000.0
1097,528800.0
1098,270000.0
1099,230000.0
1100,430000.0
1101,265000.0
1102,425000.0
1103,480000.0
1104,405000.0
1105,405000.0
1106,455000.0
1107,395000.0
1108,400000.0
1109,372000.0
1110,320000.0
1111,440000.0
1112,300000.0
1113,325000.0
1114,510000.0
1115,450000.0
1116,215000.0
1117,478000.0
1118,330000.0
1119,305000.0
1120,320000.0
1121,352000.0
1122,200000.0
1123,580000.0
1124,250000.0
1125,405000.0
1126,590000.0
1127,480000.0
1128,590000.0
1129,468000.0
1130,431000.0
1131,403000.0
1132,778000.0
1133,418000.0
1134,465000.0
1135,338000.0
1136,663000.0
1137,435000.0
1138,308000.0
1139,628000.0
1140,388000.0
1141,630000.0
1142,340000.0
1143,295000.0
1144,418000.0
1145,421000.0
1146,355000.0
1147,865000.0
1148,330000.0
1149,361388.0
1150,542000.0
1151,630000.0
1152,550000.0
1153,390000.0
1154,470000.0
1155,340000.0
1156,290000.0
1157,340000.0
1158,567000.0
1159,255000.0
1160,452888.0
1161,426000.0
1162,745000.0
1163,305888.0
1164,450000.0
1165,240000.0
1166,470000.0
1167,535000.0
1168,495000.0
1169,405000.0
1170,500000.0
1171,551888.0
1172,340000.0
1173,295000.0
1174,370000.0
1175,518000.0
1176,457580.0
1177,315000.0
1178,240000.0
1179,438000.0
1180,450000.0
1181,435000.0
1182,361000.0
1183,348000.0
1184,590000.0
1185,458000.0
1186,330000.0
1187,680000.0
1188,425000.0
1189,420000.0
1190,550000.0
1191,400000.0
1192,545000.0
1193,375888.0
1194,340000.0
1195,440000.0
1196,370000.0
1197,280000.0
1198,250000.0
1199,412000.0
1200,295000.0
1201,690000.0
1202,213000.0
1203,299000.0
1204,400000.0
1205,506000.0
1206,270000.0
1207,528000.0
1208,250000.0
1209,525000.0
1210,300000.0
1211,430000.0
1212,288000.0
1213,390000.0
1214,400888.0
1215,340000.0
1216,473000.0
1217,365000.0
1218,525000.0
1219,340000.0
1220,675000.0
1221,415000.0
1222,450000.0
1223,538000.0
1224,840000.0
1225,443000.0
1226,520000.0
1227,395000.0
1228,428000.0
1229,538000.0
1230,240000.0
1231,305000.0
1232,515000.0
1233,265000.0
1234,478000.0
1235,508000.0
1236,425000.0
1237,260000.0
1238,384000.0
1239,669388.0
1240,430000.0
1241,539000.0
1242,375000.0
1243,420000.0
1244,890000.0
1245,445000.0
1246,300000.0
1247,480000.0
1248,555000.0
1249,620000.0
1250,300000.0
1251,400000.0
1252,445000.0
1253,423000.0
1254,508000.0
1255,280000.0
1256,645000.0
1257,300000.0
1258,1092888.0
1259,315000.0
1260,280000.0
1261,423000.0
1262,398000.0
1263,445000.0
1264,450000.0
1265,412000.0
1266,307888.0
1267,315000.0
1268,630000.0
1269,525000.0
1270,300888.0
1271,555000.0
1272,753000.0
1273,660000.0
1274,334000.0
1275,426000.0
1276,520000.0
1277,370000.0
1278,455000.0
1279,468000.0
1280,435000.0
1281,540000.0
1282,465000.0
1283,415000.0
1284,381000.0
1285,440000.0
1286,435000.0
1287,525000.0
1288,265000.0
1289,440000.0
1290,380000.0
1291,480000.0
1292,530000.0
1293,785000.0
1294,275000.0
1295,428000.0
1296,398000.0
1297,410888.0
1298,325000.0
1299,412000.0
1300,299000.0
1301,515000.0
1302,442000.0
1303,450000.0
1304,320000.0
1305,390000.0
1306,338000.0
1307,270800.0
1308,395000.0
1309,465000.0
1310,273000.0
1311,480000.0
1312,300000.0
1313,580000.0
1314,480000.0
1315,460000.0
1316,240000.0
1317,380000.0
1318,528000.0
1319,240000.0
1320,416000.0
1321,326500.0
1322,450000.0
1323,865000.0
1324,438000.0
1325,295000.0
1326,338000.0
1327,583000.0
1328,445000.0
1329,540000.0
1330,505000.0
1331,525000.0
1332,283000.0
1333,333000.0
1334,343000.0
1335,510000.0
1336,365000.0
1337,558000.0
1338,436000.0
1339,390000.0
1340,560000.0
1341,678000.0
1342,460000.0
1343,428000.0
1344,285000.0
1345,370000.0
1346,550000.0
1347,462500.0
1348,369000.0
1349,255288.0
1350,420000.0
1351,475000.0
1352,318000.0
1353,320000.0
1354,280000.0
1355,606000.0
1356,438000.0
1357,582000.0
1358,341500.0
1359,350000.0
1360,431000.0
1361,282000.0
1362,548000.0
1363,495000.0
1364,520000.0
1365,650000.0
1366,465000.0
1367,613000.0
1368,350000.0
1369,507000.0
1370,445000.0
1371,515000.0
1372,345000.0
1373,570000.0
1374,705000.0
1375,915000.0
1376,368000.0
1377,433000.0
1378,322000.0
1379,580000.0
1380,335888.0
1381,548000.0
1382,467000.0
1383,333000.0
1384,650000.0
1385,705000.0
1386,538000.0
1387,610000.0
1388,415000.0
1389,355000.0
1390,287000.0
1391,583000.0
1392,268000.0
1393,510000.0
1394,370000.0
1395,375000.0
1396,410000.0
1397,385000.0
1398,379000.0
1399,577000.0
1400,487000.0
1401,350000.0
1402,550000.0
1403,448000.0
1404,275000.0
1405,380000.0
1406,470000.0
1407,352000.0
1408,860000.0
1409,475000.0
1410,300000.0
1411,450000.0
1412,693000.0
1413,518000.0
1414,370000.0
1415,408000.0
1416,353000.0
1417,460000.0
1418,640000.0
1419,256388.0
1420,450000.0
1421,430000.0
1422,295000.0
1423,552000.0
1424,700000.0
1425,540000.0
1426,462888.0
1427,525000.0
1428,580888.0
1429,502000.0
1430,518000.0
1431,325000.0
1432,290000.0
1433,567000.0
1434,355000.0
1435,530000.0
1436,830000.0
1437,488000.0
1438,454000.0
1439,293000.0
1440,530000.0
1441,490000.0
1442,458000.0
1443,335000.0
1444,335000.0
1445,650000.0
1446,300000.0
1447,257000.0
1448,474800.0
1449,480000.0
1450,265000.0
1451,470000.0
1452,360000.0
1453,680000.0
1454,482000.0
1455,450000.0
1456,410000.0
1457,585000.0
1458,427000.0
1459,668000.0
1460,285000.0
1461,375000.0
1462,416000.0
1463,450000.0
1464,426000.0
1465,578000.0
1466,870000.0
1467,400000.0
1468,525000.0
1469,253000.0
1470,670000.0
1471,263000.0
1472,485000.0
1473,368000.0
1474,395000.0
1475,610000.0
1476,666000.0
1477,395000.0
1478,930000.0
1479,525000.0
1480,798000.0
1481,675000.0
1482,540000.0
1483,412000.0
1484,440000.0
1485,878000.0
1486,433000.0
1487,710000.0
1488,430000.0
1489,222000.0
1490,300000.0
1491,594000.0
1492,390000.0
1493,263000.0
1494,400000.0
1495,386000.0
1496,470000.0
1497,258000.0
1498,645000.0
1499,698888.0
1500,265000.0
1501,326000.0
1502,380000.0
1503,630000.0
1504,508888.0
1505,530000.0
1506,729999.0
1507,335000.0
1508,580000.0
1509,315000.0
1510,412000.0
1511,346000.0
1512,455000.0
1513,370000.0
1514,680000.0
1515,250000.0
1516,288000.0
1517,270000.0
1518,328000.0
1519,525000.0
1520,450000.0
1521,255000.0
1522,340000.0
1523,220000.0
1524,378000.0
1525,718000.0
1526,350000.0
1527,720500.0
1528,280000.0
1529,545000.0
1530,408000.0
1531,415000.0
1532,423000.0
1533,668000.0
1534,383000.0
1535,345000.0
1536,409000.0
1537,540000.0
1538,248000.0
1539,373000.0
1540,295000.0
1541,408000.0
1542,475000.0
1543,532000.0
1544,475000.0
1545,425000.0
1546,625000.0
1547,275000.0
1548,430000.0
1549,378800.0
1550,900000.0
1551,565000.0
1552,405000.0
1553,432000.0
1554,360001.0
1555,295000.0
1556,762888.0
1557,330000.0
1558,275000.0
1559,439000.0
1560,455000.0
1561,500000.0
1562,533000.0
1563,250000.0
1564,427000.0
1565,430000.0
1566,460000.0
1567,440000.0
1568,440000.0
1569,502500.0
1570,675000.0
1571,260000.0
1572,380000.0
1573,390000.0
1574,350000.0
1575,530000.0
1576,355000.0
1577,348000.0
1578,880000.0
1579,510000.0
1580,363000.0
1581,310000.0
1582,345000.0
1583,555000.0
1584,232000.0
1585,442000.0
1586,438000.0
1587,370000.0
1588,408000.0
1589,468000.0
1590,560000.0
1591,550000.0
1592,330000.0
1593,440000.0
1594,632888.0
1595,644000.0
1596,581000.0
1597,532000.0
1598,420000.0
1599,500000.0
1600,515000.0
1601,460000.0
1602,404000.0
1603,453000.0
1604,585000.0
1605,418000.0
1606,638888.0
1607,482000.0
1608,338000.0
1609,420000.0
1610,350888.0
1611,975000.0
1612,497000.0
1613,610000.0
1614,325000.0
1615,650000.0
1616,610000.0
1617,540000.0
1618,640000.0
1619,388000.0
1620,373000.0
1621,315000.0
1622,378000.0
1623,500000.0
1624,375000.0
1625,570000.0
1626,260000.0
1627,468888.0
1628,580000.0
1629,590000.0
1630,428000.0
1631,600000.0
1632,365000.0
1633,428000.0
1634,370000.0
1635,540000.0
1636,716888.0
1637,476000.0
1638,540000.0
1639,270000.0
1640,365000.0
1641,470000.0
1642,518000.0
1643,400000.0
1644,385000.0
1645,270000.0
1646,595000.0
1647,278000.0
1648,370000.0
1649,755000.0
1650,237000.0
1651,401888.0
1652,400000.0
1653,458000.0
1654,678000.0
1655,688000.0
1656,352000.0
1657,480000.0
1658,410888.0
1659,358000.0
1660,535000.0
1661,510000.0
1662,415000.0
1663,510000.0
1664,432000.0
1665,510000.0
1666,440000.0
1667,490000.0
1668,428000.0
1669,600888.0
1670,265000.0
1671,390000.0
1672,538000.0
1673,525000.0
1674,335000.0
1675,628000.0
1676,396000.0
1677,452000.0
1678,521212.0
1679,460000.0
1680,335000.0
1681,471000.0
1682,555000.0
1683,330000.0
1684,650000.0
1685,318000.0
1686,265000.0
1687,450000.0
1688,518000.0
1689,425000.0
1690,565000.0
1691,320000.0
1692,370000.0
1693,460000.0
1694,412000.0
1695,263000.0
1696,548000.0
1697,628000.0
1698,260000.0
1699,330000.0
1700,560000.0
1701,340000.0
1702,228000.0
1703,427000.0
1704,390000.0
1705,280000.0
1706,305000.0
1707,900000.0
1708,398000.0
1709,220000.0
1710,298000.0
1711,290000.0
1712,366000.0
1713,450000.0
1714,310000.0
1715,518000.0
1716,315000.0
1717,565000.0
1718,400008.0
1719,585000.0
1720,515000.0
1721,388000.0
1722,360000.0
1723,435000.0
1724,410000.0
1725,745000.0
1726,475000.0
1727,300000.0
1728,415000.0
1729,518000.0
1730,420000.0
1731,390000.0
1732,483888.0
1733,280000.0
1734,355000.0
1735,315000.0
1736,390000.0
1737,805000.0
1738,428000.0
1739,425888.0
1740,338000.0
1741,300000.0
1742,950000.0
1743,270000.0
1744,1000000.0
1745,295000.0
1746,290000.0
1747,458000.0
1748,535000.0
1749,408000.0
1750,355000.0
1751,389888.0
1752,590000.0
1753,610000.0
1754,438000.0
1755,392000.0
1756,495000.0
1757,238000.0
1758,615000.0
1759,580000.0
1760,340000.0
1761,295000.0
1762,735000.0
1763,248000.0
1764,460000.0
1765,188000.0
1766,840000.0
1767,338000.0
1768,228000.0
1769,570000.0
1770,408888.0
1771,478800.0
1772,333888.0
1773,350000.0
1774,480000.0
1775,900000.0
1776,515000.0
1777,445000.0
1778,375000.0
1779,405000.0
1780,455000.0
1781,520000.0
1782,358000.0
1783,526000.0
1784,505000.0
1785,595000.0
1786,410000.0
1787,355000.0
1788,528000.0
1789,535000.0
1790,410000.0
1791,703000.0
1792,552000.0
1793,660000.0
1794,415000.0
1795,313000.0
1796,512000.0
1797,543000.0
1798,362000.0
1799,535000.0
1800,400000.0
1801,490000.0
1802,488000.0
1803,315000.0
1804,575000.0
1805,505000.0
1806,315000.0
1807,312000.0
1808,789888.0
1809,400000.0
1810,410000.0
1811,450000.0
1812,870000.0
1813,570000.0
1814,250000.0
1815,660000.0
1816,315000.0
1817,780000.0
1818,538000.0
1819,645000.0
1820,365000.0
1821,408000.0
1822,375000.0
1823,412000.0
1824,355000.0
1825,540000.0
1826,428000.0
1827,370000.0
1828,468000.0
1829,630000.0
1830,480000.0
1831,428000.0
1832,735000.0
1833,450000.0
1834,445000.0
1835,415000.0
1836,460000.0
1837,645000.0
1838,345000.0
1839,710000.0
1840,427000.0
1841,368000.0
1842,595000.0
1843,335000.0
1844,312000.0
1845,295000.0
1846,370000.0
1847,300000.0
1848,365000.0
1849,260000.0
1850,355000.0
1851,385000.0
1852,350000.0
1853,450000.0
1854,570000.0
1855,318000.0
1856,528000.0
1857,360000.0
1858,420000.0
1859,692500.0
1860,472000.0
1861,487000.0
1862,803000.0
1863,470000.0
1864,382000.0
1865,470000.0
1866,373000.0
1867,300000.0
1868,633000.0
1869,695000.0
1870,380000.0
1871,550000.0
1872,407000.0
